CustomerID	categ_-1	categ_0	categ_1	categ_2	categ_3	categ_4	categ_5	categ_6	categ_7	categ_8	categ_9	categ_10	categ_11	categ_12	categ_13	categ_14	categ_15	categ_16	categ_17
12347.0	51.60402623389139	0.0	1.8750895225032447	0.21876044429204522	0.0	2.8907630138591687	0.3385578304519748	0.729201480973484	7.517720030036157	0.0	3.2249803593053494	0.4687723806258111	1.015673491355924	0.7552443910082512	1.6537247872077228	0.6510727508691821	12.826133192122887	0.0	14.230280091497427
12348.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12350.0	31.114130434782606	23.029891304347828	6.725543478260867	0.0	0.0	0.0	0.0	0.0	13.451086956521735	0.0	20.58423913043478	5.095108695652174	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12352.0	61.28290435511021	2.181111260382011	7.740574201247026	0.0	0.0	1.3276329411020935	0.0	0.0	0.0	0.9878221287962006	3.9734157308698372	4.78105910337361	0.0	2.7540480950838075	1.8492030251064873	0.0	1.1853865545554407	3.7695292434863013	8.167313360886986
12353.0	86.96629213483146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.03370786516854	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12354.0	43.77895126922364	0.0	14.948119325551229	0.0	0.0	2.7515286270150083	3.844728552899759	0.933852140077821	0.0	0.0	17.106725958866036	1.3850287196590696	0.0	0.0	1.4730405780989437	0.0	0.0	0.0	13.778024828608485
12355.0	80.21332172398782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5302568567697	0.0	0.0	0.0	0.0	0.0	0.0	13.256421419242493
12356.0	48.49243334925156	0.0	0.0	1.9101882194081705	0.0	5.014244075946448	0.0	0.0	0.0	0.0	14.596061060154462	8.862614652461012	0.0	7.643634627101618	0.0	0.0	0.0	0.0	13.480824015676715
12357.0	33.481483390708604	0.4832731121338605	0.7307089455463971	1.5206993928478811	1.604466732284417	1.6431285812551255	1.1820860322794227	1.9485571881237254	2.907371042597305	1.4498193364015814	21.031401475916095	2.5194638245911927	4.105888360689279	3.9396424101152308	0.7539060549288222	2.012832512037529	9.135472729703743	2.8484117229169734	6.701387154922865
12358.0	4.472477064220183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.52752293577981	0.0	0.0	0.0
12359.0	45.60532929927448	2.537793862758333	2.2454150456375515	0.7886087584754241	1.6301306207453286	3.985442112725262	5.488038585863382	1.017559688355386	3.0425034681826038	1.5263395325330789	1.8282155734118435	5.4931263843051585	0.0	0.0	0.0	9.836410320768731	1.729851470204156	2.2488069112654037	10.996428365493873
12360.0	42.19607046463707	0.0	22.45117102475549	1.5091273181066254	1.4148068607249613	0.0	1.5091273181066254	0.3656731578489131	4.919174623443712	0.0	14.53986127637345	2.1766259395768635	0.0	0.0	0.0	0.0	0.0	2.5335925936674695	6.3847694227588
12361.0	40.994854202401385	0.0	49.57118353344768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.433962264150944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12362.0	38.772961477527375	0.0	13.262349599646031	4.1980075075289385	2.9651884732312346	3.109701268858028	2.3621597704922714	2.2793771320097624	3.332714842356165	0.0	6.738578136819719	5.61209197436593	1.2374577166264646	2.108102707563193	0.5673465309792615	1.2738535318213609	4.024948974494383	0.0	8.155160355679888
12363.0	6.880189798339263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.59549228944246	0.0	0.0	11.814946619217082	14.709371293001187	0.0	0.0	0.0	0.0	0.0	0.0
12364.0	38.454165956721766	0.0	3.2203101039359345	2.1085363775771007	0.0	0.0	3.6100698585789743	8.363860964389165	4.146788209234964	0.0	14.525472823308913	0.0	0.0	2.1085363775770998	0.0	0.0	0.0	8.510819560402116	14.951439768273984
12365.0	60.15154822414169	0.0	0.0	4.677414325360941	0.0	0.0	0.0	0.0	0.0	0.0	4.677414325360941	0.0	0.0	5.519348903925911	3.0870934547382203	0.0	0.0	1.571611213321276	20.31556955315102
12367.0	33.00198807157058	6.560636182902585	46.52087475149104	0.0	0.0	0.0	0.0	13.916500994035786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12370.0	24.360873410841968	0.0	17.238035358433056	23.082087405023493	0.0	4.974477562633871	0.0	0.0	0.0	0.0	14.70071079188823	3.815044917358453	0.0	10.230288046547809	0.0	0.0	1.598482507273095	0.0	0.0
12372.0	45.40581288215093	0.0	30.70608928720998	0.0	6.533210486640422	0.0	2.780802412262333	0.0	2.093977720077058	0.0	6.658849149845046	0.0	0.0	0.0	0.0	0.0	4.187955440154116	0.0	1.6333026216601054
12373.0	49.87677141096734	0.0	0.0	6.007393715341959	0.0	0.0	0.0	27.63401109057301	0.0	0.0	16.481823783117683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12375.0	4.466631634261691	0.0	0.0	10.930110352075669	0.0	0.0	10.930110352075669	4.466631634261691	21.860220704151338	0.0	30.635838150289015	0.0	0.0	0.0	16.710457172884915	0.0	0.0	0.0	0.0
12377.0	38.49615806805708	0.0	10.31833150384193	5.543358946212953	0.0	12.78814489571899	0.0	1.8441273326015368	0.0	0.0	15.751920965971458	0.0	0.0	6.476399560922065	0.0	0.0	6.915477497255764	0.0	1.8660812294182216
12378.0	49.394055809730006	1.182451816335796	4.192964162230392	1.6389680239084774	0.9579356486771005	1.188438914140028	0.7858065868054341	2.1269164949533748	4.408000758365721	0.46400007982797065	10.892776067574374	3.7888350604447405	3.2118285095618933	4.950830959282744	0.8626410086264098	0.0	2.991054278030843	2.116439073795969	4.846056747708686
12379.0	35.986534071121774	0.0	7.7003443872615405	0.0	2.7667066517045233	3.9082149905196775	11.17001380128726	6.493054211972295	0.0	0.0	26.480413780649815	3.211701427852804	0.0	0.0	0.0	0.0	2.2830166776303065	0.0	0.0
