CustomerID	Savg	categ_-1	categ_0	categ_1	categ_2	categ_3	categ_4	categ_5	categ_6	cluster
12347.0	2.777935255813152	21.833078113839942	0.0	3.2099293815536054	1.320100827911656	11.975398878887002	12.485096756442788	25.05884870532848	24.11754733603653	6
12348.0	2.4174384762938805	31.869868951098876	0.0	0.0	23.461322727040947	0.0	2.6005813064096683	0.0	42.068227015450525	6
12349.0	3.1636234617855217	27.228568488216528	0.0	0.6504065040650407	8.006586394977873	9.470001029124218	19.373606394291798	15.696888614455768	19.573942574868788	6
12350.0	2.4689378056654614	58.69565217391304	0.0	0.0	11.82065217391304	0.0	0.0	0.0	29.48369565217391	5
12352.0	2.3240800117986447	30.07325688907153	0.0	1.1853865545554407	4.0208311930520555	2.5865134620399717	19.503560110952183	24.150275404809516	18.48017638551932	6
12353.0	1.9493900066449128	44.71910112359551	0.0	0.0	0.0	0.0	0.0	55.28089887640449	0.0	1
12354.0	3.033182413729195	11.423012784880488	3.057254030016676	0.0	8.143413007226236	10.087085417824717	5.044469149527514	16.240503983694644	46.00426162682971	8
12355.0	2.662190990859007	37.44013931214628	0.0	0.0	0.0	0.0	16.652154984762735	19.786678276012193	26.1210274270788	6
12356.0	2.9186296131738843	13.821896495579775	0.0	0.8362044359037238	1.2060640902457556	2.4121281804915107	16.34297246555682	43.665550387347594	21.71518394487483	1
12357.0	3.7929286217507214	38.56197252753451	0.16237976567697712	4.6819499103528415	2.1495988027714112	11.03505824246457	10.868490109815765	9.726354654806077	22.814195986577907	6
12358.0	2.6665460590317873	9.995043423916556	0.0	0.0	0.0	0.0	1.616274809818331	2.144257914358985	86.24442385190613	8
12359.0	3.1979714327027784	29.15849845404855	1.5689307340852578	4.58000992071353	1.5381860308112638	5.0047305638800434	9.338782858401622	19.64618234778598	29.164679090273733	6
12360.0	2.88499538400475	22.375611408912015	0.4430814140378618	0.8757373830395385	15.04304840012858	5.034186771847825	5.066766287585902	21.33697644718209	29.824591887266184	6
12361.0	2.242789809478676	10.120068610634652	0.0	0.0	71.01200686106347	18.867924528301888	0.0	0.0	0.0	2
12362.0	2.669301070843252	28.332080611071486	0.0	2.454050789857446	16.731230044776787	12.148193831467099	4.653702597310822	17.25844409753674	18.422298027979604	2
12363.0	2.4409090820652177	54.96739130434782	3.152173913043478	0.0	2.391304347826087	5.41304347826087	5.434782608695652	20.97826086956521	7.66304347826087	5
12364.0	2.480042892999132	31.792070192864827	6.615346411720885	4.827414949093618	17.755152719145766	9.108517506828909	3.9483486466352127	14.725602185249565	11.22754738846122	6
12365.0	2.506085417638042	20.393526458573703	5.425800617418691	9.354828650721881	0.0	0.0	23.122018148367587	25.117714927188253	16.586111197729895	6
12367.0	2.17868923977559	21.66998011928429	0.0	0.0	46.52087475149104	22.86282306163022	0.0	0.0	8.946322067594432	2
12370.0	2.9236765429065033	25.133667526986827	0.6079860759267317	0.8940971704804879	0.0	0.0	26.75496372945811	7.939582873866731	38.669702623281104	6
12371.0	3.1841119851253654	33.63962407392863	0.0	1.2958454409801299	3.50009162543522	20.67789732715516	21.800308908610173	5.949108615408781	13.137124008481894	6
12372.0	2.6006244495889046	15.877395404835957	0.0	2.5082773151399618	47.6071034413565	11.196949934784794	1.4798836159325777	13.554730611016355	7.775659676933882	2
