CustomerID	I	Iu	Imax	E	Savg	R	F	M
12747.0	6.967909201801884	3.6635616461296463	5.337538079701318	1.4920608060617189	5.960357936517762	3.139832617527748	4.477336814478207	8.157582513853981
12748.0	9.946547041996576	7.370860166536716	7.396948602621014	1.3890676458104592	5.038639104638999	1.410986973710262	8.219864741912652	10.162603084042257
12749.0	7.266827347520591	5.0689042022202315	6.659293919683638	1.4255013516740966	6.651455587759025	3.139832617527748	5.288267030694535	8.260893500193125
12820.0	6.582025138892826	4.007333185232471	5.497168225293202	1.2228507272325144	5.46207178251799	3.8088822465086327	4.07753744390572	6.848366143637881
12821.0	4.248495242049359	1.791759469228055	4.248495242049359	0.7022535088354409	4.529584199031496	4.565389315976247	1.791759469228055	4.529584199031496
12822.0	6.306275286948016	3.6888794541139363	6.045005314036012	1.3517304255933573	6.130117178773292	4.264087336809195	3.8066624897703196	6.823264359333238
12823.0	5.438079308923196	0.0	4.248495242049359	0.7040515585848324	5.863347044327539	4.318820558770089	1.6094379124341003	7.47278495676164
12824.0	5.44673737166631	3.2188758248682006	5.44673737166631	1.1655234028270893	5.984238502016242	3.40452517175483	3.2188758248682006	5.984238502016242
12826.0	6.881411303642535	4.04305126783455	5.58724865840025	1.2132628199240985	5.388401794653347	4.096009841541162	4.406719247264253	7.180161263881401
12827.0	5.2832037287379885	2.9444389791664403	4.762173934797756	1.0794546777098724	4.9655216963992475	3.8088822465086327	3.2188758248682006	6.0641339850673575
12828.0	6.202535517187923	3.828641396489095	5.0238805208462765	1.4100542813531207	5.134532930752493	4.728272383122075	4.02535169073515	6.926292399980548
12829.0	5.5254529391317835	1.791759469228055	5.5254529391317835	0.9876667616514396	5.333925794015404	5.08821342874163	1.791759469228055	5.333925794015404
12830.0	9.19502366786429	2.5649493574615367	7.889084407035514	1.1556550274280335	7.035069048855803	4.522874943261261	3.6375861597263857	8.826828518083857
12831.0	4.90527477843843	2.1972245773362196	4.90527477843843	1.0085432118093045	5.370870559229745	5.572534188046247	2.1972245773362196	5.370870559229745
12832.0	5.272999558563747	3.295836866004329	4.882801922586371	0.9443176066062906	5.254966134534869	5.024538199265247	3.295836866004329	5.9481133150948144
12833.0	5.049856007249537	3.1780538303479458	5.049856007249537	1.215522412744071	6.033997077826684	4.984291318756654	3.1780538303479458	6.033997077826684
12834.0	4.700480365792417	2.8903717578961645	4.700480365792417	0.9480537496356859	5.7442203954295765	5.736894826106403	2.8903717578961645	5.7442203954295765
12836.0	6.967909201801884	4.997212273764115	6.093569770045136	1.548482084894704	6.480949060719721	3.40452517175483	5.159055299214529	7.8672434218396115
12837.0	3.1780538303479458	2.4849066497880004	3.1780538303479458	1.1584405152408932	4.898585790287632	5.159629846774143	2.4849066497880004	4.898585790287632
12838.0	4.844187086458591	4.060443010546419	4.844187086458591	1.181184519554626	5.638923902307704	5.2045559867335625	4.110873864173311	5.638923902307704
12839.0	8.121777419161074	4.465908118654584	6.18826412308259	1.3421157790678362	6.001965468932377	2.4932054526026954	5.6240175061873385	8.486872118720376
12840.0	7.317876198626496	4.204692619390966	6.192362489474872	1.2929172516764875	6.522155296217109	4.175924549214524	4.727387818712341	7.908449657336999
12841.0	7.768533300926033	5.337538079701318	5.2574953720277815	1.4761584498560676	4.992704479083305	1.410986973710262	5.8998973535824915	8.128198695012454
12842.0	6.304448802421981	3.5263605246161616	5.966146739123692	1.4249081777184032	6.327034591161557	4.264087336809195	3.5263605246161616	7.020181771721503
12843.0	6.660575149839686	4.23410650459726	5.272999558563747	1.5048244212723985	5.36027051724375	4.191168746857641	4.634728988229636	7.439712058923585
12844.0	4.8283137373023015	3.8501476017100584	4.343805421853684	1.2739194306244714	5.093627493892074	4.096009841541162	3.9512437185814275	5.786774674452019
12845.0	5.318119993844216	3.258096538021482	4.969813299576001	0.9513546590701025	4.483256756989197	5.591360045241914	3.295836866004329	5.869551118109087
