CustomerID	I	Iu	Imax	E	Savg	F	M	cluster
12347.0	3.3302107845715283	1.9395192526186185	2.829946695941636	4.239118158507943	2.777935255813152	2.1789769472931693	3.5560865061967952	high
12348.0	3.0350292822023683	0.9542425094393248	2.7781512503836434	2.5503407095463886	2.4174384762938805	1.041392685158225	2.894559731013543	high
12349.0	2.7993405494535817	1.8573324964312683	2.7993405494535817	3.903268053308492	3.1636234617855217	1.8573324964312683	3.1636234617855217	high
12350.0	2.292256071356476	1.2041199826559248	2.292256071356476	2.5	2.4689378056654614	1.2041199826559248	2.4689378056654614	medium
12352.0	2.6655809910179533	1.7558748556724917	2.096910013008056	3.1583660990320506	2.3240800117986447	1.845098040014257	3.1022312621822885	medium
12353.0	1.3010299956639813	0.6020599913279624	1.3010299956639813	2.0	1.9493900066449128	0.6020599913279624	1.9493900066449128	low
12354.0	2.724275869600789	1.7634279935629371	2.724275869600789	3.4788872551382277	3.033182413729195	1.7634279935629371	3.033182413729195	high
12355.0	2.380211241711606	1.1139433523068367	2.380211241711606	2.565448371820826	2.662190990859007	1.1139433523068367	2.662190990859007	medium
12356.0	3.196728722623287	1.7160033436347992	3.0784568180532927	4.687734392008137	2.9186296131738843	1.7634279935629371	3.3957508678935464	high
12357.0	3.4326486600131068	2.1172712956557644	3.4326486600131068	4.893571894525351	3.7929286217507214	2.1172712956557644	3.7929286217507214	high
12358.0	2.383815365980431	1.0791812460476249	2.1583624920952498	2.7274972248524723	2.6665460590317873	1.230448921378274	2.9675760546957686	medium
12359.0	3.2065560440990297	2.330413773349191	2.808885867359812	4.31577144945815	3.1979714327027784	2.3891660843645326	3.800031424030741	high
12360.0	3.0629578340845103	2.0170333392987803	2.6884198220027105	4.02684500861977	2.88499538400475	2.1003705451175634	3.362116638724413	high
12361.0	1.9542425094393248	0.9542425094393248	1.9542425094393248	1.8910611120726528	2.242789809478676	0.9542425094393248	2.242789809478676	medium
12362.0	3.3386556655787003	2.2944662261615933	2.5276299008713385	3.890223103863564	2.669301070843252	2.4031205211758184	3.669301070843252	high
12363.0	2.6106601630898796	1.3617278360175928	2.450249108319361	2.37642813061118	2.4409090820652177	1.3617278360175928	2.741939077729199	medium
12364.0	3.1758016328482794	1.8388490907372552	2.741939077729199	3.0193047731655227	2.480042892999132	1.9084850188786495	3.082102884327094	medium
12365.0	2.2380461031287955	1.3222192947339193	2.2380461031287955	2.5935346841684113	2.506085417638042	1.3222192947339193	2.5060854176380416	medium
12367.0	2.2355284469075487	1.0	2.2355284469075487	1.8464393446710157	2.17868923977559	1.0	2.17868923977559	medium
12370.0	3.1414497734004674	1.8388490907372552	3.0021660617565082	3.766943033150699	2.9236765429065033	1.8808135922807916	3.224706538570484	high
12371.0	2.7649229846498886	1.7923916894982541	2.7649229846498886	4.232759924044931	3.1841119851253654	1.7923916894982541	3.1841119851253654	high
12372.0	2.8965262174895554	1.5185139398778875	2.5634810853944106	3.499429425916339	2.6006244495889046	1.6901960800285136	3.0777457043085663	medium
12373.0	2.292256071356476	1.1139433523068367	2.292256071356476	2.873140679513133	2.511348515490213	1.1139433523068367	2.511348515490213	medium
12374.0	2.530199698203082	1.505149978319906	2.530199698203082	3.62580723590509	2.7944392467847536	1.505149978319906	2.7944392467847536	high
12375.0	2.24551266781415	1.1139433523068367	1.9542425094393248	2.422579761842492	2.275886960301226	1.1760912590556811	2.5769169559652068	medium
12377.0	2.5289167002776547	1.5185139398778875	2.5289167002776547	3.1435136359281337	2.737669627356642	1.5185139398778875	2.737669627356642	high
12378.0	3.402948829344405	2.3404441148401185	3.402948829344405	3.998334859011687	3.6029948889456986	2.3404441148401185	3.602994888945698	high
12379.0	2.6031443726201817	1.57978359661681	2.315970345456918	3.5964831054919157	2.5884341866380067	1.57978359661681	2.8894641823019884	medium
12380.0	3.04493154614916	1.8808135922807916	2.4871383754771865	3.874623042053098	2.782393784678972	2.0	3.3844537760069344	high
12381.0	2.9014583213961123	1.8388490907372552	2.749736315569061	3.6467190158692473	2.6916148189730924	1.9138138523837167	3.168736073692755	medium
12383.0	2.8847953639489807	1.7160033436347992	2.767897616018091	3.749740805906274	2.4284749661474083	1.7634279935629371	3.0305349574753713	medium
12384.0	2.0863598306747484	1.3979400086720375	1.7923916894982541	3.2692750707107128	2.3276347515127846	1.3979400086720375	2.628664747176766	medium
12386.0	2.146128035678238	0.3010299956639812	2.146128035678238	1.0	2.155336037465062	0.3010299956639812	2.155336037465062	medium
12388.0	3.1649473726218416	1.7558748556724917	2.6794278966121188	4.306888411927172	2.6659966391813747	2.0	3.4441478895650177	high
12390.0	2.544068044350276	1.4913616938342726	2.544068044350276	2.798946506737411	2.703153758064621	1.4913616938342726	2.703153758064621	medium
12391.0	2.4668676203541096	1.9637878273455556	2.4668676203541096	3.0366242657006195	2.64311695556856	1.968482948553935	2.64311695556856	medium
12393.0	2.9116901587538613	1.6720978579357175	2.4683473304121573	3.9134093770885316	2.5973111700635285	1.8061799739838869	3.1993711613914906	medium
12394.0	2.9074113607745864	1.3979400086720375	2.7979596437371956	3.559079570624174	2.732586736712126	1.3979400086720375	3.033616732376107	high
12395.0	3.129689892199301	1.869231719730976	2.502427119984433	3.6853292423596464	2.3201795322629417	2.060697840353612	3.3201795322629417	medium
12397.0	3.096910013008056	2.0374264979406242	2.8432327780980096	3.8382408056994413	3.0443241274781463	2.093421685162235	3.3453541231421275	high
12398.0	3.1427022457376155	1.9242792860618816	3.1427022457376155	3.6680898663935855	3.157051600346907	1.9242792860618816	3.157051600346907	high
12399.0	3.0692980121155293	1.662757831681574	2.691965102767361	3.2799136182457382	2.4123135176424078	1.740362689494244	3.0143735089703703	medium
12401.0	1.0	0.6020599913279624	1.0	2.0	1.8407332346118068	0.6020599913279624	1.8407332346118068	low
