CustomerID	Savg	categ_-1	categ_0	categ_1	categ_2	categ_3	categ_4
12347.0	2.7779352558131514	44.678881999660945	13.807420912064611	3.768540468733064	20.64498736871945	15.768951784359444	1.331217466462491
12348.0	2.4174384762938805	37.19341186069043	44.66880832186018	0.0	7.490693998266279	10.647085819183113	0.0
12349.0	3.163623461785521	38.14757641247299	23.022194778909817	7.279338616170971	14.54358341051765	7.72460635998765	9.282700421940929
12350.0	2.4689378056654614	68.88586956521738	12.364130434782608	0.0	0.0	6.725543478260869	12.024456521739129
12352.0	2.3240800117986447	40.93376850190848	32.037047281118376	4.362222520764022	21.493429007199254	1.1735326890098863	0.0
12353.0	1.9493900066449128	13.03370786516854	0.0	0.0	42.24719101123595	44.7191011235955	0.0
12354.0	3.033182413729195	39.87400407633871	6.526774133778026	1.3757643135075044	9.885121363720586	0.9338521400778211	41.40448397257737
12355.0	2.662190990859007	41.14061819764911	26.1210274270788	0.0	28.406617326948197	4.331737048323901	0.0
12356.0	2.9186296131738843	38.901597230876845	12.103657188342986	4.896620206397767	40.674913464901515	0.4985064906349123	2.9247054188459574
12357.0	3.7929286217507223	36.98746872820239	19.2302425869932	2.3970346361839483	9.548832331615571	6.721362443557732	25.115059273447216
12358.0	2.666546059031787	3.3295261082257612	84.62814904208781	0.0	12.042324849686443	0.0	0.0
12359.0	3.1979714327027784	35.19872330242487	38.31011896932344	2.5594173086340315	17.782007375559232	4.2796943913103425	1.870038652748085
12360.0	2.88499538400475	51.65503939949437	10.287307889455533	0.0	11.591791699608178	5.186658905502029	21.279202105939905
12361.0	2.2427898094786767	90.56603773584906	0.0	0.0	0.0	0.0	9.433962264150942
12362.0	2.6693010708432516	55.348481636376455	14.294738780640836	1.785932250210393	11.606846501906919	10.171462344453651	6.79253848641171
12363.0	2.4409090820652177	21.98913043478261	0.0	0.0	25.760869565217387	30.510869565217398	21.73913043478261
12364.0	2.4800428929991316	25.204039400711864	9.719394089893221	0.0	30.93286979554673	19.153215793394587	14.990480920453603
12365.0	2.5060854176380416	46.08812248588981	16.30546633820824	3.0870934547382216	25.86610121924601	8.653216501917742	0.0
12367.0	2.17868923977559	68.19085487077535	8.946322067594432	0.0	0.0	13.916500994035786	8.946322067594432
12370.0	2.923676542906503	35.498041927196645	52.77438352000095	0.4649305286498536	8.878384902871243	0.0	2.3842591212813007
12371.0	3.1841119851253654	41.441529882981214	23.89984030995575	1.1584072881489043	11.95188355716118	0.0	21.548338961752922
12372.0	2.600624449588904	74.81187920136452	1.128724791812983	0.0	6.526537573994181	10.885923547707433	6.646934885120899
12373.0	2.511348515490213	53.943314849044974	11.46025878003697	0.0	6.099815157116451	12.014787430683919	16.481823783117683
12374.0	2.794439246784754	47.114443035333025	16.969803990817592	0.0	20.48705311993322	5.210858362897918	10.217841491018254
12375.0	2.275886960301226	51.841059602649	13.933774834437084	0.0	0.0	18.781456953642383	15.443708609271523
12377.0	2.737669627356642	47.56311745334796	25.51042810098793	1.8660812294182216	18.41931942919868	1.8660812294182216	4.774972557628979
12378.0	3.602994888945699	34.49142098777135	23.73859333137089	0.6286452694443472	13.95018734626878	10.868578213948934	16.32257485119567
12379.0	2.588434186638007	53.59929832707762	2.2830166776303065	3.908214990519676	7.081221220446543	6.493054211972295	26.63519457235357
