CustomerID	I	Iu	Imax	E	Savg	F	M	cluster
12347.0	3.330210784571528	1.9395192526186185	2.829946695941636	4.239118158507943	2.777935255813152	0.7781512503836436	3.5560865061967952	high
12348.0	3.0350292822023683	0.9542425094393248	2.7781512503836434	2.5503407095463886	2.4174384762938805	0.4771212547196624	2.894559731013543	medium
12349.0	2.7993405494535817	1.8573324964312683	2.7993405494535817	3.903268053308492	3.163623461785521	0.0	3.163623461785521	high
12350.0	2.292256071356476	1.2041199826559248	2.292256071356476	2.5	2.4689378056654614	0.0	2.4689378056654614	medium
12352.0	2.6655809910179533	1.7558748556724917	2.096910013008056	3.1583660990320506	2.3240800117986447	0.7781512503836436	3.1022312621822885	medium
12353.0	1.3010299956639813	0.6020599913279624	1.3010299956639813	2.0	1.9493900066449128	0.0	1.9493900066449128	low
12354.0	2.724275869600789	1.7634279935629371	2.724275869600789	3.4788872551382277	3.033182413729195	0.0	3.033182413729195	medium
12355.0	2.380211241711606	1.1139433523068367	2.380211241711606	2.565448371820826	2.662190990859007	0.0	2.662190990859007	medium
12356.0	3.196728722623287	1.7160033436347992	3.0784568180532927	4.687734392008136	2.9186296131738843	0.4771212547196624	3.3957508678935464	high
12357.0	3.4326486600131068	2.1172712956557644	3.4326486600131068	4.893571894525351	3.7929286217507214	0.0	3.7929286217507214	high
12358.0	2.383815365980431	1.0791812460476249	2.1583624920952498	2.7274972248524723	2.666546059031787	0.3010299956639812	2.967576054695768	medium
12359.0	3.2065560440990297	2.330413773349191	2.808885867359812	4.31577144945815	3.1979714327027784	0.6020599913279624	3.800031424030741	high
12360.0	3.0629578340845103	2.0170333392987803	2.6884198220027105	4.02684500861977	2.88499538400475	0.4771212547196624	3.362116638724413	high
12361.0	1.9542425094393248	0.9542425094393248	1.9542425094393248	1.8910611120726528	2.2427898094786767	0.0	2.2427898094786767	low
12362.0	3.3386556655787003	2.294466226161593	2.5276299008713385	3.890223103863564	2.669301070843252	1.0	3.669301070843252	high
12363.0	2.61066016308988	1.3617278360175928	2.450249108319361	2.37642813061118	2.4409090820652177	0.3010299956639812	2.741939077729199	medium
12364.0	3.1758016328482794	1.8388490907372552	2.741939077729199	3.0193047731655227	2.480042892999132	0.6020599913279624	3.082102884327094	high
12365.0	2.2380461031287955	1.3222192947339193	2.2380461031287955	2.593534684168411	2.5060854176380416	0.0	2.5060854176380416	medium
12367.0	2.2355284469075487	1.0	2.2355284469075487	1.8464393446710157	2.17868923977559	0.0	2.17868923977559	low
12370.0	3.1414497734004674	1.8388490907372552	3.002166061756508	3.766943033150699	2.923676542906503	0.3010299956639812	3.224706538570484	high
12371.0	2.7649229846498886	1.792391689498254	2.7649229846498886	4.232759924044931	3.1841119851253654	0.0	3.1841119851253654	high
12372.0	2.8965262174895554	1.5185139398778875	2.5634810853944106	3.499429425916339	2.600624449588904	0.4771212547196624	3.0777457043085663	medium
12373.0	2.292256071356476	1.1139433523068367	2.292256071356476	2.873140679513133	2.511348515490213	0.0	2.511348515490213	medium
12374.0	2.530199698203082	1.505149978319906	2.530199698203082	3.62580723590509	2.794439246784754	0.0	2.794439246784754	medium
12375.0	2.24551266781415	1.1139433523068367	1.9542425094393248	2.422579761842492	2.275886960301226	0.3010299956639812	2.576916955965207	low
12377.0	2.5289167002776547	1.5185139398778875	2.5289167002776547	3.1435136359281337	2.737669627356642	0.0	2.7376696273566417	medium
12378.0	3.402948829344405	2.3404441148401185	3.402948829344405	3.998334859011687	3.602994888945699	0.0	3.602994888945698	high
12379.0	2.603144372620182	1.57978359661681	2.315970345456918	3.596483105491916	2.588434186638007	0.3010299956639812	2.8894641823019884	medium
12380.0	3.04493154614916	1.8808135922807916	2.4871383754771865	3.874623042053098	2.782393784678972	0.6020599913279624	3.3844537760069344	high
12381.0	2.9014583213961123	1.8388490907372552	2.749736315569061	3.646719015869247	2.6916148189730924	0.4771212547196624	3.168736073692755	high
12383.0	2.8847953639489807	1.7160033436347992	2.767897616018091	3.749740805906274	2.4284749661474083	0.6020599913279624	3.030534957475371	high
12384.0	2.0863598306747484	1.3979400086720375	1.792391689498254	3.2692750707107128	2.3276347515127846	0.3010299956639812	2.628664747176766	medium
12386.0	2.146128035678238	0.3010299956639812	2.146128035678238	1.0	2.155336037465062	0.0	2.155336037465062	low
12388.0	3.1649473726218416	1.7558748556724917	2.6794278966121188	4.306888411927172	2.6659966391813747	0.7781512503836436	3.444147889565018	high
12390.0	2.544068044350276	1.4913616938342726	2.544068044350276	2.798946506737411	2.703153758064621	0.0	2.703153758064621	medium
12391.0	2.4668676203541096	1.9637878273455556	2.4668676203541096	3.0366242657006195	2.64311695556856	0.0	2.64311695556856	medium
12393.0	2.9116901587538613	1.6720978579357175	2.4683473304121573	3.913409377088532	2.597311170063528	0.6020599913279624	3.1993711613914906	high
12394.0	2.907411360774586	1.3979400086720375	2.797959643737196	3.559079570624174	2.732586736712126	0.3010299956639812	3.033616732376107	medium
12395.0	3.129689892199301	1.869231719730976	2.502427119984433	3.685329242359646	2.320179532262942	1.0	3.320179532262942	high
12397.0	3.096910013008056	2.037426497940624	2.8432327780980096	3.838240805699441	3.0443241274781463	0.3010299956639812	3.3453541231421275	high
12398.0	3.1427022457376155	1.9242792860618816	3.1427022457376155	3.6680898663935855	3.157051600346907	0.0	3.1570516003469065	high
12399.0	3.0692980121155293	1.662757831681574	2.691965102767361	3.279913618245738	2.4123135176424078	0.6020599913279624	3.01437350897037	medium
12401.0	1.0	0.6020599913279624	1.0	2.0	1.8407332346118068	0.0	1.8407332346118068	low
12402.0	1.9637878273455556	1.0	1.9637878273455556	2.160964047443681	2.291368850451583	0.0	2.291368850451583	low
12403.0	1.9731278535996983	0.6020599913279624	1.9731278535996983	2.0	2.592953571547866	0.0	2.592953571547866	low
12405.0	2.928907690243953	1.7242758696007892	2.928907690243953	4.111906483020848	3.143136635571481	0.0	3.143136635571481	high
12406.0	3.257438566859814	1.9542425094393248	3.010723865391773	4.471538874809411	3.214943141836623	0.3010299956639812	3.5159731375006045	high
12407.0	3.14705767102836	1.7481880270062005	2.7126497016272118	4.215772908121417	2.479177828776893	0.6989700043360189	3.178147833112912	high
12408.0	3.14050804303818	1.9030899869919435	2.571708831808688	4.390014146857635	2.7140110484215243	0.6989700043360189	3.412981052757543	high
12409.0	3.744292983122676	1.9590413923210936	3.4972061807039547	5.285264938874197	3.743028167816036	0.3010299956639812	4.044058163480017	high
12410.0	2.311753861055754	1.3979400086720375	2.294466226161593	2.992487689168954	2.415874408809005	0.3010299956639812	2.716904404472986	medium
12412.0	2.915927211697116	1.6232492903979006	2.5514499979728757	3.750860315669561	2.580879378060805	0.4771212547196624	3.058000632780467	medium
12413.0	2.44870631990508	1.4471580313422192	2.24551266781415	3.2771759601251564	2.352921797650702	0.4771212547196624	2.8300430523703644	medium
12414.0	2.4727564493172123	1.1760912590556811	2.1583624920952498	3.240223928941852	2.168703680249077	0.4771212547196624	2.645824934968739	medium
12415.0	4.888527688811968	2.645422269349092	4.177507642194916	6.945526508428248	3.7950544210293904	1.3010299956639813	5.096084416693372	high
12417.0	3.1646502159342966	2.1789769472931693	2.5327543789924976	3.952827878747806	2.565760774032434	0.9030899869919436	3.468850761024377	high
12418.0	2.60959440922522	1.5314789170422551	2.60959440922522	3.251981313116025	2.8251533809021487	0.0	2.825153380902149	medium
12420.0	2.537819095073274	1.462397997898956	2.537819095073274	3.4435137534498512	2.7784334500919083	0.0	2.7784334500919083	medium
12421.0	2.6794278966121188	1.4913616938342726	2.1931245983544616	3.485091030638402	2.203468051862646	0.6020599913279624	2.8055280431906087	medium
12422.0	2.5646660642520893	1.57978359661681	2.2355284469075487	3.354550226546897	2.357655386386468	0.4771212547196624	2.8347766411061306	medium
12423.0	3.056523724079101	1.9242792860618816	2.3909351071033798	3.757326861312289	2.3136804516581755	0.8450980400142568	3.1587784916724324	high
